,0,1
0,-5.9127471409544015,2.3020332166319726
1,-5.572482422343899,1.9718259856388445
2,-5.446977138410624,2.09520636091463
3,-5.436459476776674,1.8703815095985663
4,-5.875644941945259,2.3282901765234265
5,-6.477598223436121,2.324649959717132
6,-5.515975196102529,2.0709042346551096
7,-5.850928593405378,2.1480748208088123
8,-5.158919723933544,1.775064084430906
9,-5.645001171927899,1.9900010610257466
10,-6.265397710034082,2.42576813201906
11,-5.752007846847269,2.0203733848770864
12,-5.480580852548811,1.9777755761883629
13,-4.951124113620784,2.04828749156996
14,-6.525964168917643,2.9160608097079863
15,-6.7903719864530805,2.8250075919154694
16,-6.272394679775934,2.608115781688704
17,-5.929537894512881,2.267666135863052
18,-6.64813130135988,2.3895950610334524
19,-6.09486463211032,2.360823030702739
20,-6.253973630181783,2.1200118707006927
21,-6.073646768441364,2.271781499822948
22,-5.369998133338763,2.498086037617334
23,-6.041004824920107,1.8769837076247908
24,-5.90591050459241,1.8077740183984068
25,-5.750195010410566,1.8585105648724787
26,-5.935810986437441,2.008474203778058
27,-6.039158843105997,2.2595842513585063
28,-5.949849339963486,2.27577625674054
29,-5.600879796155764,1.8826069944359498
30,-5.637981995164877,1.8563500345445059
31,-6.184953365468707,2.193010620148618
32,-6.2504197929122745,2.6219980327925976
33,-6.479250726492934,2.79842432828567
34,-5.6617919254864075,1.955633980256816
35,-5.621008701205309,2.2513252870657725
36,-6.161889519985636,2.4865696330025426
37,-5.783743372150174,2.33423976707294
38,-5.145627455245962,1.9006049900346595
39,-5.926039409641954,2.176492311028229
40,-5.8031261923612565,2.3101151011365286
41,-4.971468704448799,1.5119342487091243
42,-5.221644689700891,2.0099538902563796
43,-6.007401110781921,1.994414492351057
44,-6.316858929329015,2.042990127962235
45,-5.514162359665827,1.9090414146505017
46,-6.129374764466858,2.3243236559787763
47,-5.423167208089092,1.9959224152023196
48,-6.190286893797503,2.3973506417996435
49,-5.761619090262865,2.164266826190846
50,-9.120245075665592,-0.07305582002432869
51,-8.583769159974542,-0.1361949311239719
52,-9.12651816759015,-0.3322477521093224
53,-7.2756083221059145,-0.460955955094135
54,-8.558146393216308,-0.39734169684088905
55,-7.8723774702916245,-0.4850810015654674
56,-8.666059486354031,-0.2860379629872461
57,-6.453473579833062,0.022379984457270925
58,-8.637684319563334,-0.2455155949727514
59,-7.167800209949502,-0.291011250584981
60,-6.479151698989875,-0.3096332367525401
61,-7.978295186591585,-0.1750319159640955
62,-7.562781525385812,-0.27044171180111987
63,-8.330221877854,-0.4928365823316582
64,-7.373567298047092,0.17897405776201555
65,-8.703001351983255,-0.0003833743147585126
66,-7.906865395626992,-0.47288375310102493
67,-7.653903864965027,-0.12477089717854563
68,-8.053461355226743,-0.7397744126714064
69,-7.341853979765359,-0.18358894762224343
70,-8.412489997212319,-0.5939829910065263
71,-7.916316305662701,-0.017078763223334622
72,-8.447801566805902,-0.8307993940909829
73,-8.258631753509519,-0.4787768709046572
74,-8.33356002934504,-0.08975120893290446
75,-8.589881918519213,-0.08347531464503573
76,-8.869289860197624,-0.4194550563994952
77,-9.023170310921595,-0.58335779968977
78,-8.169300043345839,-0.41388824233421906
79,-7.232979116010706,0.2173358954485373
80,-7.17743366038627,-0.1958144324596269
81,-7.109342020912716,-0.09058089619780314
82,-7.58488360025195,-0.0517721477306205
83,-8.417878877939698,-0.9828029562822292
84,-7.756643763153839,-0.5297187335398583
85,-8.376133883041668,-0.17488307254884902
86,-8.873694763286903,-0.247349821562369
87,-8.081698395658723,-0.5170818553103756
88,-7.668080344849789,-0.12068376959159034
89,-7.351625556560845,-0.3516070548724146
90,-7.578046963889987,-0.5460313459641971
91,-8.316929609166419,-0.3672956767279045
92,-7.5981758689395305,-0.17731305333437392
93,-6.490575778842175,-0.003876975434172869
94,-7.605355379082444,-0.35557357541706436
95,-7.777701293442907,-0.12876565409613666
96,-7.75648342977395,-0.21780718497592755
97,-8.183338396871884,-0.14658618937173762
98,-6.504591925347049,0.31212170071671325
99,-7.667173926631437,-0.20161517959389402
100,-9.48408778527621,-1.5166056113152346
101,-8.318029506142068,-1.1427391790278545
102,-9.852484563337358,-1.2449542613238667
103,-9.009314497796609,-1.2112680244045873
104,-9.367309533561354,-1.3789598279164033
105,-10.587144845925572,-1.5989319986770363
106,-7.2246281029506445,-1.013912596729103
107,-10.11952886156771,-1.4231583106606744
108,-9.260325065663155,-1.4580287749561476
109,-10.325411869002846,-1.1676913045007977
110,-9.05063905949394,-0.704811577706568
111,-8.871296175391626,-1.1139671486971414
112,-9.421948570967437,-1.046740910010543
113,-8.132391323094025,-1.2440061947450285
114,-8.439991891162073,-1.2599001327616477
115,-9.12850227576298,-0.978063221218563
116,-9.14624386158218,-1.0288921383620007
117,-11.034416239455417,-1.238352443832563
118,-10.697705358114447,-2.0705458369176015
119,-8.159744152328821,-1.1509416705747062
120,-9.709259900606055,-1.1194415920930536
121,-8.120005472624793,-1.0375338791389719
122,-10.620748560063758,-1.7163627834033028
123,-8.574191061936355,-0.8245517361760545
124,-9.563465378243347,-1.0528679608831655
125,-10.004541239268384,-1.0749530840688308
126,-8.485787977012192,-0.7274283207917175
127,-8.53799528114559,-0.7173633662823075
128,-9.096788957481246,-1.3406262266028222
129,-9.792340725866348,-0.9738349117669033
130,-10.070820042305238,-1.3420494403352614
131,-10.997153707066417,-0.9001839353771885
132,-9.113579711039755,-1.3749933073717528
133,-8.664429190318387,-0.8085089547441888
134,-8.677903999407027,-1.2946580321002779
135,-10.439332739703932,-1.2849163925310145
136,-9.30010210528498,-1.1440982584638706
137,-9.109141662573068,-1.0026351784705567
138,-8.411583578993966,-0.6749144010088306
139,-9.483767118516434,-0.8927825141873728
140,-9.486519518548898,-1.1944516479187839
141,-9.36344596788831,-0.7489173092465535
142,-8.318029506142068,-1.1427391790278545
143,-9.736750856199569,-1.2895919932982571
144,-9.63062839247738,-1.190336283958888
145,-9.226516604102738,-0.9312931952891406
146,-8.566265466954981,-1.0391341726595984
147,-9.025922710954058,-0.8850269334211823
148,-9.1055987636598,-0.9964157569285695
149,-8.490375420502529,-0.9159312577069264
