-5.912747141,2.302033217
-5.572482422,1.971825986
-5.446977138,2.095206361
-5.436459477,1.87038151
-5.875644942,2.328290177
-6.477598223,2.32464996
-5.515975196,2.070904235
-5.850928593,2.148074821
-5.158919724,1.775064084
-5.645001172,1.990001061
-6.26539771,2.425768132
-5.752007847,2.020373385
-5.480580853,1.977775576
-4.951124114,2.048287492
-6.525964169,2.91606081
-6.790371986,2.825007592
-6.27239468,2.608115782
-5.929537895,2.267666136
-6.648131301,2.389595061
-6.094864632,2.360823031
-6.25397363,2.120011871
-6.073646768,2.2717815
-5.369998133,2.498086038
-6.041004825,1.876983708
-5.905910505,1.807774018
-5.75019501,1.858510565
-5.935810986,2.008474204
-6.039158843,2.259584251
-5.94984934,2.275776257
-5.600879796,1.882606994
-5.637981995,1.856350035
-6.184953365,2.19301062
-6.250419793,2.621998033
-6.479250726,2.798424328
-5.661791925,1.95563398
-5.621008701,2.251325287
-6.16188952,2.486569633
-5.783743372,2.334239767
-5.145627455,1.90060499
-5.92603941,2.176492311
-5.803126192,2.310115101
-4.971468704,1.511934249
-5.22164469,2.00995389
-6.007401111,1.994414492
-6.316858929,2.042990128
-5.51416236,1.909041415
-6.129374764,2.324323656
-5.423167208,1.995922415
-6.190286894,2.397350642
-5.76161909,2.164266826
-9.120245076,-0.07305582
-8.58376916,-0.136194931
-9.126518168,-0.332247752
-7.275608322,-0.460955955
-8.558146393,-0.397341697
-7.87237747,-0.485081002
-8.666059486,-0.286037963
-6.45347358,0.022379984
-8.63768432,-0.245515595
-7.16780021,-0.291011251
-6.479151699,-0.309633237
-7.978295187,-0.175031916
-7.562781525,-0.270441712
-8.330221878,-0.492836582
-7.373567298,0.178974058
-8.703001352,-0.000383374
-7.906865396,-0.472883753
-7.653903865,-0.124770897
-8.053461355,-0.739774413
-7.34185398,-0.183588948
-8.412489997,-0.593982991
-7.916316306,-0.017078763
-8.447801567,-0.830799394
-8.258631754,-0.478776871
-8.333560029,-0.089751209
-8.589881919,-0.083475315
-8.86928986,-0.419455056
-9.023170311,-0.5833578
-8.169300043,-0.413888242
-7.232979116,0.217335895
-7.17743366,-0.195814432
-7.109342021,-0.090580896
-7.5848836,-0.051772148
-8.417878878,-0.982802956
-7.756643763,-0.529718734
-8.376133883,-0.174883073
-8.873694763,-0.247349822
-8.081698396,-0.517081855
-7.668080345,-0.12068377
-7.351625557,-0.351607055
-7.578046964,-0.546031346
-8.316929609,-0.367295677
-7.598175869,-0.177313053
-6.490575779,-0.003876975
-7.605355379,-0.355573575
-7.777701293,-0.128765654
-7.75648343,-0.217807185
-8.183338397,-0.146586189
-6.504591925,0.312121701
-7.667173927,-0.20161518
-9.484087785,-1.516605611
-8.318029506,-1.142739179
-9.852484563,-1.244954261
-9.009314498,-1.211268024
-9.367309534,-1.378959828
-10.58714485,-1.598931999
-7.224628103,-1.013912597
-10.11952886,-1.423158311
-9.260325066,-1.458028775
-10.32541187,-1.167691305
-9.050639059,-0.704811578
-8.871296175,-1.113967149
-9.421948571,-1.04674091
-8.132391323,-1.244006195
-8.439991891,-1.259900133
-9.128502276,-0.978063221
-9.146243862,-1.028892138
-11.03441624,-1.238352444
-10.69770536,-2.070545837
-8.159744152,-1.150941671
-9.709259901,-1.119441592
-8.120005473,-1.037533879
-10.62074856,-1.716362783
-8.574191062,-0.824551736
-9.563465378,-1.052867961
-10.00454124,-1.074953084
-8.485787977,-0.727428321
-8.537995281,-0.717363366
-9.096788957,-1.340626227
-9.792340726,-0.973834912
-10.07082004,-1.34204944
-10.99715371,-0.900183935
-9.113579711,-1.374993307
-8.66442919,-0.808508955
-8.677903999,-1.294658032
-10.43933274,-1.284916393
-9.300102105,-1.144098258
-9.109141663,-1.002635178
-8.411583579,-0.674914401
-9.483767119,-0.892782514
-9.486519519,-1.194451648
-9.363445968,-0.748917309
-8.318029506,-1.142739179
-9.736750856,-1.289591993
-9.630628392,-1.190336284
-9.226516604,-0.931293195
-8.566265467,-1.039134173
-9.025922711,-0.885026933
-9.105598764,-0.996415757
-8.490375421,-0.915931258
